채용 제목,채용 링크,회사명,회사 링크,지역,경력,학력,고용형태,연봉,직무 분야,등록일,마감일
"터치IC, 터치칩, Touch IC 펌웨어 (주임-수석), 용인",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49501517&location=ts&searchType=search&paid_fl=n&search_uuid=4de79499-8018-4a1a-9a45-52dae17011a4,(주)피플렙,https://www.saramin.co.kr/zf_user/company-info/view?csn=bGVYeU5YbVBJWmsza2RiQ3U1WkhJUT09,경기 용인시 기흥구,경력 5~20년,초대졸↑,정규직,정보 없음,"펌웨어, 반도체, 펌웨어, FAE, 임베디드",2024/12/01,2024/12/31
[경기 동탄] 반도체장비사 제어보드 개발,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49501516&location=ts&searchType=search&paid_fl=n&search_uuid=4de79499-8018-4a1a-9a45-52dae17011a4,SMI,https://www.saramin.co.kr/zf_user/company-info/view?csn=Skh5N1B0U3VsbXgrMHljdUltMVgyUT09,경기 화성시,경력 5~12년,대졸↑,정규직,정보 없음,"S/W, 장비제어, 회로설계, 반도체, 펌웨어",2024/12/01,2024/12/31
[경기 동탄] 반도체장비사 FPGA Logic 개발,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49501514&location=ts&searchType=search&paid_fl=n&search_uuid=4de79499-8018-4a1a-9a45-52dae17011a4,SMI,https://www.saramin.co.kr/zf_user/company-info/view?csn=Skh5N1B0U3VsbXgrMHljdUltMVgyUT09,경기 화성시,경력 10~19년,대졸↑,정규직,정보 없음,"H/W, 기술엔지니어, 반도체, 반도체, 펌웨어",2024/12/01,2024/12/31
코스닥(반도체/디스플레이)AI S/W개발 대리과장급(근무처:서울),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49501503&location=ts&searchType=search&paid_fl=n&search_uuid=4de79499-8018-4a1a-9a45-52dae17011a4,에이치알브로스,https://www.saramin.co.kr/zf_user/company-info/view?csn=K2ljRGNCUDdYZHV3UVcraXd1b0xxZz09,경기 수원시 영통구,경력3년↑,대졸↑,정규직,정보 없음,"딥러닝, 머신러닝, 영상처리, AI(인공지능), .NET",2024/12/01,채용시
"파이썬 개발자 경력직 모집, AI vision 경험자 우대",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49501493&location=ts&searchType=search&paid_fl=n&search_uuid=4de79499-8018-4a1a-9a45-52dae17011a4,(주)댄디테크앤리얼티,https://www.saramin.co.kr/zf_user/company-info/view?csn=RGR6UEYxQytaVjdIRHFBdy9GMXc2QT09,서울 마포구,경력무관,석사↑,정규직·인턴직,정보 없음,"딥러닝, 신경망, 컴퓨터비전, Keras, Python",2024/12/01,2024/12/31
"검사장비 보드개발 HW, FW 경력자 모집 - 근무지 경기동탄",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49501472&location=ts&searchType=search&paid_fl=n&search_uuid=4de79499-8018-4a1a-9a45-52dae17011a4,에이치알브로스,https://www.saramin.co.kr/zf_user/company-info/view?csn=K2ljRGNCUDdYZHV3UVcraXd1b0xxZz09,경기 화성시,경력5년↑,대졸↑,정규직,정보 없음,"H/W, MCU, 회로설계, 펌웨어, 디스플레이",2024/12/01,2024/12/31
코스닥 장비기업 인공지능 개발 경력직 - 근무지 서울,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49501470&location=ts&searchType=search&paid_fl=n&search_uuid=4de79499-8018-4a1a-9a45-52dae17011a4,에이치알브로스,https://www.saramin.co.kr/zf_user/company-info/view?csn=K2ljRGNCUDdYZHV3UVcraXd1b0xxZz09,서울 금천구,경력3년↑,대졸↑,정규직,정보 없음,"AI(인공지능), 딥러닝, 머신러닝, 영상처리, .NET",2024/12/01,2024/12/31
[업계최고대우] 코스닥상장사 전력제어 펌웨어 - 근무지 수원,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49501469&location=ts&searchType=search&paid_fl=n&search_uuid=4de79499-8018-4a1a-9a45-52dae17011a4,에이치알브로스,https://www.saramin.co.kr/zf_user/company-info/view?csn=K2ljRGNCUDdYZHV3UVcraXd1b0xxZz09,경기 수원시 권선구,경력3년↑,대졸↑,정규직,정보 없음,"펌웨어, 전기설계, 펌웨어, 헤드헌팅",2024/12/01,2024/12/31
일본 핀테크 스타트업을 주도적으로 끌고 가실 분을 채용합니다,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49501453&location=ts&searchType=search&paid_fl=n&search_uuid=4de79499-8018-4a1a-9a45-52dae17011a4,마이뱅크(주),https://www.saramin.co.kr/zf_user/company-info/view?csn=OUEzQkZMZnEyRGRHUEZLODJOMm9BUT09,서울 중구,경력무관,대졸↑,정규직,정보 없음,"핀테크, 사업기획, 전략기획, 신사업기획, 기획",2024/12/01,2024/12/31
[중견자동차부품사] A-SPICE 프로세스 관리 경력직 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49485825&location=ts&searchType=search&paid_fl=n&search_uuid=4de79499-8018-4a1a-9a45-52dae17011a4,(주)스카우트파트너스,https://www.saramin.co.kr/zf_user/company-info/view?csn=UU9Jb0wxTnAralk5aCs1akVLTDI4UT09,경기 용인시 기흥구,경력 5~15년,초대졸↑,정규직,정보 없음,"QA/테스터, 인증심사원, QA, 펌프설계, 장비제어",2024/12/01,2024/12/04
[대기업연구소] PCS 개발 경력연구원 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49485790&location=ts&searchType=search&paid_fl=n&search_uuid=4de79499-8018-4a1a-9a45-52dae17011a4,(주)스카우트파트너스,https://www.saramin.co.kr/zf_user/company-info/view?csn=UU9Jb0wxTnAralk5aCs1akVLTDI4UT09,경기 수원시 영통구,경력 5~13년,대졸↑,정규직,정보 없음,"알고리즘, S/W, 알고리즘개발, 자동제어, S/W",2024/12/01,2024/12/04
[대기업연구소] 제어 S/W 개발 경력연구원 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49485778&location=ts&searchType=search&paid_fl=n&search_uuid=6bd7f69b-a626-432e-a7d7-b463b3e8bdb6,(주)스카우트파트너스,https://www.saramin.co.kr/zf_user/company-info/view?csn=UU9Jb0wxTnAralk5aCs1akVLTDI4UT09,경기 수원시 영통구,경력 5~13년,대졸↑,정규직,정보 없음,"S/W, C#, C++, C언어, Java",2024/12/01,2024/12/04
[중견제조사] 모터제어 S/W 개발 신입 경력직 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49457262&location=ts&searchType=search&paid_fl=n&search_uuid=6bd7f69b-a626-432e-a7d7-b463b3e8bdb6,(주)스카우트파트너스,https://www.saramin.co.kr/zf_user/company-info/view?csn=UU9Jb0wxTnAralk5aCs1akVLTDI4UT09,경기 용인시 기흥구,신입·경력,초대졸↑,정규직,"9,999 만원","C#, C++, R&D, 자동제어, 전자제어",2024/12/01,2024/12/02
[ 펌웨어 개발자 채용 ] 상장기업,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49425329&location=ts&searchType=search&paid_fl=n&search_uuid=6bd7f69b-a626-432e-a7d7-b463b3e8bdb6,파워에이치알,https://www.saramin.co.kr/zf_user/company-info/view?csn=Si9JemFLK3NDLzJUVFFLb09uRy9YQT09,서울 구로구,경력 4~12년,대졸↑,정규직,정보 없음,"펌웨어, 임베디드, SDK, C++, Linux",2024/12/01,채용시
(주)대원산업 본사 IT센터(전산팀) 개발 담당자 정규 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49320198&location=ts&searchType=search&paid_fl=n&search_uuid=6bd7f69b-a626-432e-a7d7-b463b3e8bdb6,㈜대원산업,https://www.saramin.co.kr/zf_user/company-info/view?csn=WWNmVENPNVovSU5oeW5jUGxUVlM2QT09,경기 하남시,경력무관,초대졸↑,정규직,정보 없음,"백엔드/서버개발, 유지보수, 기타제조업",2024/12/01,2024/12/01
IT 개발 업무 담당자 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49456872&location=ts&searchType=search&paid_fl=n&search_uuid=6bd7f69b-a626-432e-a7d7-b463b3e8bdb6,(주)테크리치코리아,https://www.saramin.co.kr/zf_user/company-info/view?csn=U1Nvc1JSNVdJWlVjNUtlNDBuV2Y5Zz09,경기 하남시,경력무관,초대졸↑,정규직,정보 없음,"백엔드/서버개발, SE(시스템엔지니어), 네트워크, SAP, .NET",2024/12/01,2024/12/23
[유명 블록체인 전자지갑 개발기업] 백엔드 개발,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49501281&location=ts&searchType=search&paid_fl=n&search_uuid=6bd7f69b-a626-432e-a7d7-b463b3e8bdb6,(주)백그라운드,https://www.saramin.co.kr/zf_user/company-info/view?csn=VjFQNTZTNVY0bndJc1E5TmVvcTcyQT09,서울 강남구,경력 3~15년,초대졸↑,정규직,정보 없음,"백엔드/서버개발, 네트워크, 블록체인, API, AWS",2024/12/01,2024/12/30
[유명 블록체인 전자지갑 개발 혁신 기업]프론트엔드,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49501280&location=ts&searchType=search&paid_fl=n&search_uuid=6bd7f69b-a626-432e-a7d7-b463b3e8bdb6,(주)백그라운드,https://www.saramin.co.kr/zf_user/company-info/view?csn=VjFQNTZTNVY0bndJc1E5TmVvcTcyQT09,서울 강남구,경력 4~15년,초대졸↑,정규직,정보 없음,"프론트엔드, 네트워크, 블록체인, Dapp, Android",2024/12/01,2024/12/30
[유명 글로벌 자동차 SW 기업]  SW 개발 ( Bootloader /HSM),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49500672&location=ts&searchType=search&paid_fl=n&search_uuid=6bd7f69b-a626-432e-a7d7-b463b3e8bdb6,(주)백그라운드,https://www.saramin.co.kr/zf_user/company-info/view?csn=VjFQNTZTNVY0bndJc1E5TmVvcTcyQT09,경기 성남시 분당구,경력5년↑,대졸↑,정규직,정보 없음,"SI개발, 임베디드, MCU, 인터페이스, 솔루션",2024/12/01,2024/12/30
"충방전기 I&C, 구축운영 경력직 채용(5~13년차)",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49060485&location=ts&searchType=search&paid_fl=n&search_uuid=6bd7f69b-a626-432e-a7d7-b463b3e8bdb6,에스케이시그넷(주),https://www.saramin.co.kr/zf_user/company-info/view?csn=WHg2dWRIaDM5VURxdTlzb08rSHlWUT09,경기 부천시 원미구,경력 5~13년,대졸↑,정규직,정보 없음,"H/W, S/W, 기술엔지니어, 전기시공, H/W",2024/12/01,채용시
충방전기-FAE 경력직 채용(3~18년차),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=48445635&location=ts&searchType=search&paid_fl=n&search_uuid=6bd7f69b-a626-432e-a7d7-b463b3e8bdb6,에스케이시그넷(주),https://www.saramin.co.kr/zf_user/company-info/view?csn=WHg2dWRIaDM5VURxdTlzb08rSHlWUT09,경기 부천시 원미구,경력 3~18년,초대졸↑,정규직,정보 없음,"FAE, SE(시스템엔지니어), S/W, 기술엔지니어, 생산",2024/12/01,채용시
프론트엔드 개발자 (React),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=47957523&location=ts&searchType=search&paid_fl=n&search_uuid=6bd7f69b-a626-432e-a7d7-b463b3e8bdb6,(주)큐피스트,https://www.saramin.co.kr/zf_user/company-info/view?csn=WGNFTS9uaDdKSnpwcSt1N2JIbFU4QT09,서울 강남구,경력 5~10년,대졸↑,정규직,정보 없음,"React, 프론트엔드, CSS, HTML, Javascript",2024/12/01,상시채용
백엔드 개발자 (Node.js),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=47581906&location=ts&searchType=search&paid_fl=n&search_uuid=6bd7f69b-a626-432e-a7d7-b463b3e8bdb6,(주)큐피스트,https://www.saramin.co.kr/zf_user/company-info/view?csn=WGNFTS9uaDdKSnpwcSt1N2JIbFU4QT09,서울 강남구,경력 5~10년,대졸↑,정규직,정보 없음,"백엔드/서버개발, Node.js, 클라우드, DevOps, AWS",2024/12/01,상시채용
모바일 앱 개발자 (React Native),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=47621894&location=ts&searchType=search&paid_fl=n&search_uuid=6bd7f69b-a626-432e-a7d7-b463b3e8bdb6,(주)큐피스트,https://www.saramin.co.kr/zf_user/company-info/view?csn=WGNFTS9uaDdKSnpwcSt1N2JIbFU4QT09,서울 강남구,경력 3~10년,대졸↑,정규직,정보 없음,"React-Native, Android, iOS, Javascript, React",2024/12/01,상시채용
iOS 개발자 경력 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46552267&location=ts&searchType=search&paid_fl=n&search_uuid=6bd7f69b-a626-432e-a7d7-b463b3e8bdb6,한국전자인증㈜,https://www.saramin.co.kr/zf_user/company-info/view?csn=bDA1dEtpWmRZbkpRRnIvdVlRSkhHQT09,서울 서초구,경력 1~10년,학력무관,정규직,정보 없음,"Objective-C, iOS, SI·시스템통합",2024/12/01,채용시
코스닥(반도체/디스플레이)비전알고리즘 채용(근무처:수원),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49501424&location=ts&searchType=search&paid_fl=n&search_uuid=6bd7f69b-a626-432e-a7d7-b463b3e8bdb6,에이치알브로스,https://www.saramin.co.kr/zf_user/company-info/view?csn=K2ljRGNCUDdYZHV3UVcraXd1b0xxZz09,경기 수원시 영통구,경력5년↑,대졸↑,정규직,정보 없음,"딥러닝, 머신러닝, 알고리즘, C++, C언어",2024/12/01,채용시
"컴퓨터시스템, OA장비, 네트워크, 서버장비 신입/경력 직원 채용",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49195727&location=ts&searchType=search&paid_fl=n&search_uuid=6bd7f69b-a626-432e-a7d7-b463b3e8bdb6,(주)혜성네트웍스,https://www.saramin.co.kr/zf_user/company-info/view?csn=RDFTbVROMmt3NE5SUXZWU3RvOUt3Zz09,경기 안양시 만안구,신입·경력,초대졸↑,정규직·계약직,정보 없음,"기술지원, 유지보수, 정보보안, SE(시스템엔지니어), 네트워크",2024/12/01,2024/12/13
(MNCs) 프론트 개발자,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49501414&location=ts&searchType=search&paid_fl=n&search_uuid=6bd7f69b-a626-432e-a7d7-b463b3e8bdb6,제이앤피에이치알컨설팅,https://www.saramin.co.kr/zf_user/company-info/view?csn=anR0WEIyNWZtU2RNYnZ6Qm9nR2xxZz09,서울 강남구,경력 4~10년,초대졸↑,정규직,정보 없음,"앱개발, 웹개발, 퍼블리셔, 프론트엔드, 솔루션",2024/12/01,2024/12/16
[Global Company] 웹태깅 솔루션 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49501410&location=ts&searchType=search&paid_fl=n&search_uuid=6bd7f69b-a626-432e-a7d7-b463b3e8bdb6,제이앤피에이치알컨설팅,https://www.saramin.co.kr/zf_user/company-info/view?csn=anR0WEIyNWZtU2RNYnZ6Qm9nR2xxZz09,서울 강남구,경력4년↑,초대졸↑,정규직,정보 없음,"웹개발, 데이터분석, 솔루션, C++, 기획",2024/12/01,2024/12/16
정보통신 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49501401&location=ts&searchType=search&paid_fl=n&search_uuid=6bd7f69b-a626-432e-a7d7-b463b3e8bdb6,(주)피플케어코리아,https://www.saramin.co.kr/zf_user/company-info/view?csn=N1RwdnBkdTVSZGpReHJnNlV3eUlwUT09,경기 고양시 일산동구,신입·경력,초대졸↑,정규직,정보 없음,"네트워크, 유지보수, 인프라, 정보통신, UTM",2024/12/01,2024/12/31
IT 보안인증 코스닥기업 SI 영업,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49501400&location=ts&searchType=search&paid_fl=n&search_uuid=6bd7f69b-a626-432e-a7d7-b463b3e8bdb6,그레이스앤파트너스(주),https://www.saramin.co.kr/zf_user/company-info/view?csn=WnN3eDA3UG9LbnpoQUZyMm1FeHpTZz09,서울 영등포구,경력3년↑,대졸↑,정규직,정보 없음,"블록체인, 솔루션, IT영업, 영업기획, DID",2024/12/01,채용시
IT 보안인증 코스닥기업 정보보호컨설턴트 수행원,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49501399&location=ts&searchType=search&paid_fl=n&search_uuid=6bd7f69b-a626-432e-a7d7-b463b3e8bdb6,그레이스앤파트너스(주),https://www.saramin.co.kr/zf_user/company-info/view?csn=WnN3eDA3UG9LbnpoQUZyMm1FeHpTZz09,서울 영등포구,경력 2~5년,대졸↑,정규직,정보 없음,"보안컨설팅, 정보보안, IT컨설팅, 보안솔루션영업, 인프라",2024/12/01,채용시
IT 보안인증 코스닥기업 정보보호컨설턴트 PM 또는 PL,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49501398&location=ts&searchType=search&paid_fl=n&search_uuid=6bd7f69b-a626-432e-a7d7-b463b3e8bdb6,그레이스앤파트너스(주),https://www.saramin.co.kr/zf_user/company-info/view?csn=WnN3eDA3UG9LbnpoQUZyMm1FeHpTZz09,서울 영등포구,경력7년↑,대졸↑,정규직,정보 없음,"보안컨설팅, 정보보안, IT컨설팅, 보안솔루션영업, 서치펌",2024/12/01,채용시
전산실 AI(인공지능) 서버 운영 관리,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49216330&location=ts&searchType=search&paid_fl=n&search_uuid=6bd7f69b-a626-432e-a7d7-b463b3e8bdb6,IPEA(정보처리기사협회),https://www.saramin.co.kr/zf_user/company-info/view?csn=VlNJQlRYdGxmYTNSU3p4OHE5OHFsUT09,경기전체,신입,초대졸↑,정규직,정보 없음,"백엔드/서버개발, 정보보안, 네트워크, Unix, C++",2024/12/01,2024/12/16
급성장 초기 AI 스타트업 수퍼 개발자 신입/경력 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49321274&location=ts&searchType=search&paid_fl=n&search_uuid=6bd7f69b-a626-432e-a7d7-b463b3e8bdb6,(주)도슨티,https://www.saramin.co.kr/zf_user/company-info/view?csn=UHdhRHAxSjI0WWh2dzFNTVpDTm1PQT09,서울 관악구,경력무관,학력무관,정규직·계약직,정보 없음,"데이터엔지니어, 백엔드/서버개발, 웹개발, ICT컨설팅, 빅데이터",2024/12/01,상시채용
"서버,네트웍관리,보안관제/경력채용",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49501376&location=ts&searchType=search&paid_fl=n&search_uuid=6bd7f69b-a626-432e-a7d7-b463b3e8bdb6,(주)닷큐,https://www.saramin.co.kr/zf_user/company-info/view?csn=cnpzU05WMzE3cTNDZ3c3N1d2czY2dz09,서울 강남구,경력1년↑,학력무관,프리랜서,250 만원,"기술지원, 정보보안, 네트워크, 방화벽, 보안관제",2024/12/01,상시채용
SK계열사 IT헬프데스크[원격지원/프로그램설치]채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49321905&location=ts&searchType=search&paid_fl=n&search_uuid=6bd7f69b-a626-432e-a7d7-b463b3e8bdb6,티엠파크,https://www.saramin.co.kr/zf_user/company-info/view?csn=ZTIzVytubFhUMWtTRm9teVpYYklCZz09,서울 강남구,경력무관,고졸↑,정규직·계약직,정보 없음,"기술지원, 유지보수, 사무직, 문서작성, 사무보조",2024/12/01,2024/12/02
연구소 영상처리 개발 경력 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49498985&location=ts&searchType=search&paid_fl=n&search_uuid=6bd7f69b-a626-432e-a7d7-b463b3e8bdb6,(주)이엘피,https://www.saramin.co.kr/zf_user/company-info/view?csn=aXRFeHNxNzRldUQzTDYySHZqNUhPQT09,경기전체,경력 5~10년,초대졸↑,정규직,정보 없음,"S/W, C#, C++, C언어, Git",2024/11/29,2024/12/28
React Native Frontend Engineer 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49497992&location=ts&searchType=search&paid_fl=n&search_uuid=6bd7f69b-a626-432e-a7d7-b463b3e8bdb6,(주)아이지넷,https://www.saramin.co.kr/zf_user/company-info/view?csn=bHZFQXhKdE9HbkJuUW4wNkR3cjlIUT09,서울전체,경력 5~15년,학력무관,정규직,정보 없음,"앱개발, 웹개발, 프론트엔드, Android, ECMAScript",2024/11/29,2024/12/28
